x,y,MAX_TEMPERATURE,PROVINCE_CODE,TOTAL_RAIN,COOLING_DEGREE_DAYS,MEAN_TEMPERATURE,TOTAL_SNOW,CLIMATE_IDENTIFIER,LOCAL_MONTH,MIN_REL_HUMIDITY_FLAG,STATION_NAME,ID,TOTAL_PRECIPITATION,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,LOCAL_DATE,LOCAL_YEAR,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,LOCAL_DAY,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST_FLAG,MIN_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,MIN_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,HEATING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST
-77.78277777777778,48.053333333333335,22.3,QC,,1.1,19.1,,7098605,8,,VAL D'OR A,7098605.2014.8.12,18.9,,52,0,2014-08-12 00:00:00,2014,M,,,,12,,,,,,M,15.8,,,,,13
-77.78277777777778,48.053333333333335,20.5,QC,,0,14.3,,7098605,8,,VAL D'OR A,7098605.2014.8.13,11.7,,41,3.7,2014-08-13 00:00:00,2014,M,,,,13,,,,,,M,8.1,,,,,34
-77.78277777777778,48.053333333333335,11.4,QC,,0,9.7,,7098605,8,,VAL D'OR A,7098605.2014.8.14,6.6,,39,8.3,2014-08-14 00:00:00,2014,M,,,,14,,,,,,M,8,,,,,32
-77.78277777777778,48.053333333333335,12.8,QC,,0,11.1,,7098605,8,,VAL D'OR A,7098605.2014.8.15,,,0,6.9,2014-08-15 00:00:00,2014,M,,,,15,,,,,,M,9.4,M,,,,0
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,8,,VAL D'OR A,7098605.2014.8.16,,M,33,,2014-08-16 00:00:00,2014,M,,M,E,16,,,,,M,M,10.5,M,,,M,34
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,8,,VAL D'OR A,7098605.2014.8.17,0,M,0,,2014-08-17 00:00:00,2014,M,,M,E,17,,,,,M,M,10.8,,,,M,0
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,8,,VAL D'OR A,7098605.2014.8.18,,M,,,2014-08-18 00:00:00,2014,M,,M,M,18,,,M,,M,M,,M,,M,M,
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,8,,VAL D'OR A,7098605.2014.8.19,0,M,0,,2014-08-19 00:00:00,2014,M,,M,M,19,,,,,M,M,,,,,M,0
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,8,,VAL D'OR A,7098605.2014.8.20,0,M,37,,2014-08-20 00:00:00,2014,M,,M,E,20,,,,,M,M,11.5,,,,M,12
-77.78277777777778,48.053333333333335,21.8,QC,,0.1,18.1,,7098605,8,,VAL D'OR A,7098605.2014.8.21,0,,32,0,2014-08-21 00:00:00,2014,M,,,,21,,,,,,M,14.4,,,,,15
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,8,,VAL D'OR A,7098605.2014.8.22,0,M,35,,2014-08-22 00:00:00,2014,M,,M,E,22,,,,,M,M,12.4,,,,M,12
-77.78277777777778,48.053333333333335,27.3,QC,,1,19,,7098605,8,,VAL D'OR A,7098605.2014.8.23,,,0,0,2014-08-23 00:00:00,2014,M,,,,23,,,,,,M,10.7,M,,,,0
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,8,,VAL D'OR A,7098605.2014.8.24,,M,0,,2014-08-24 00:00:00,2014,M,,M,E,24,,,,,M,M,11.5,M,,,M,0
-77.78277777777778,48.053333333333335,27,QC,,2.7,20.7,,7098605,8,,VAL D'OR A,7098605.2014.8.25,0,,50,0,2014-08-25 00:00:00,2014,M,,,,25,,,,,,M,14.4,,,,,17
-77.78277777777778,48.053333333333335,27.1,QC,,2.4,20.4,,7098605,8,,VAL D'OR A,7098605.2014.8.26,0,,44,0,2014-08-26 00:00:00,2014,M,,,,26,,,,,,M,13.6,,,,,30
-77.78277777777778,48.053333333333335,17.7,QC,,0,14.5,,7098605,8,,VAL D'OR A,7098605.2014.8.27,0,,0,3.5,2014-08-27 00:00:00,2014,M,,,,27,,,,,,M,11.3,,,,,0
-77.78277777777778,48.053333333333335,20,QC,,0,15.3,,7098605,8,,VAL D'OR A,7098605.2014.8.28,0,E,43,2.7,2014-08-28 00:00:00,2014,M,,E,E,28,,,,,E,M,10.6,,,,E,35
-77.78277777777778,48.053333333333335,21.9,QC,,0,13.5,,7098605,8,,VAL D'OR A,7098605.2014.8.29,0.5,,44,4.5,2014-08-29 00:00:00,2014,M,,,,29,,,,,,M,5.1,,,,,20
-77.78277777777778,48.053333333333335,19.5,QC,,0,17.1,,7098605,8,,VAL D'OR A,7098605.2014.8.30,35.4,,44,0.9,2014-08-30 00:00:00,2014,M,,,,30,,,,,,M,14.7,,,,,20
-77.78277777777778,48.053333333333335,17.9,QC,,0,16.3,,7098605,8,,VAL D'OR A,7098605.2014.8.31,11.3,,33,1.7,2014-08-31 00:00:00,2014,M,,,,31,,,,,,M,14.7,,,,,3
-77.78277777777778,48.053333333333335,21.3,QC,,0,16.8,,7098605,9,,VAL D'OR A,7098605.2014.9.1,1.6,,46,1.2,2014-09-01 00:00:00,2014,M,,,,1,,,,,,M,12.3,,,,,18
-77.78277777777778,48.053333333333335,22.6,QC,,0.9,18.9,,7098605,9,,VAL D'OR A,7098605.2014.9.2,0.3,,41,0,2014-09-02 00:00:00,2014,M,,,,2,,,,,,M,15.1,,,,,22
-77.78277777777778,48.053333333333335,23.2,QC,,0,17.5,,7098605,9,,VAL D'OR A,7098605.2014.9.3,1,,43,0.5,2014-09-03 00:00:00,2014,M,,,,3,,,,,,M,11.8,,,,,22
-77.78277777777778,48.053333333333335,22.8,QC,,1.4,19.4,,7098605,9,,VAL D'OR A,7098605.2014.9.4,0.3,,32,0,2014-09-04 00:00:00,2014,M,,,,4,,,,,,M,16,,,,,20
-77.78277777777778,48.053333333333335,25.6,QC,,0.5,18.5,,7098605,9,,VAL D'OR A,7098605.2014.9.5,0,,56,0,2014-09-05 00:00:00,2014,M,,,,5,,,,,,M,11.3,,,,,23
-77.78277777777778,48.053333333333335,16.8,QC,,0,12.4,,7098605,9,,VAL D'OR A,7098605.2014.9.6,0,,39,5.6,2014-09-06 00:00:00,2014,M,,,,6,,,,,,M,8,,,,,33
-77.78277777777778,48.053333333333335,14.3,QC,,0,10.1,,7098605,9,,VAL D'OR A,7098605.2014.9.7,0.5,,0,7.9,2014-09-07 00:00:00,2014,M,,,,7,,,,,,M,5.8,,,,,0
-77.78277777777778,48.053333333333335,24.4,QC,,0,17,,7098605,9,,VAL D'OR A,7098605.2014.9.8,0,,44,1,2014-09-08 00:00:00,2014,M,,,,8,,,,,,M,9.6,,,,,17
-77.78277777777778,48.053333333333335,23.6,QC,,0,17.6,,7098605,9,,VAL D'OR A,7098605.2014.9.9,0,,50,0.4,2014-09-09 00:00:00,2014,M,,,,9,,,,,,M,11.6,,,,,18
-77.78277777777778,48.053333333333335,19.2,QC,,0,15.5,,7098605,9,,VAL D'OR A,7098605.2014.9.10,30.8,,50,2.5,2014-09-10 00:00:00,2014,M,,,,10,,,,,,M,11.8,,,,,9
-77.78277777777778,48.053333333333335,18.3,QC,,0,11.6,,7098605,9,,VAL D'OR A,7098605.2014.9.11,13.9,,65,6.4,2014-09-11 00:00:00,2014,M,,,,11,,,,,,M,4.8,,,,,32
-77.78277777777778,48.053333333333335,12,QC,,0,6.6,,7098605,9,,VAL D'OR A,7098605.2014.9.12,0,,37,11.4,2014-09-12 00:00:00,2014,M,,,,12,,,,,,M,1.2,,,,,34
-77.78277777777778,48.053333333333335,5.5,QC,,0,3.6,,7098605,9,,VAL D'OR A,7098605.2014.9.13,14,,0,14.4,2014-09-13 00:00:00,2014,M,,,,13,,,,,,M,1.6,,,,,0
-77.78277777777778,48.053333333333335,10.3,QC,,0,6.6,,7098605,9,,VAL D'OR A,7098605.2014.9.14,0.3,,35,11.4,2014-09-14 00:00:00,2014,M,,,,14,,,,,,M,2.9,,,,,16
-77.78277777777778,48.053333333333335,14.3,QC,,0,7.9,,7098605,9,,VAL D'OR A,7098605.2014.9.15,4.8,,35,10.1,2014-09-15 00:00:00,2014,M,,,,15,,,,,,M,1.4,,,,,24
-77.78277777777778,48.053333333333335,15.4,QC,,0,7.8,,7098605,9,,VAL D'OR A,7098605.2014.9.16,2.3,,44,10.2,2014-09-16 00:00:00,2014,M,,,,16,,,,,,M,0.2,,,,,34
-77.78277777777778,48.053333333333335,4.3,QC,,0,1.9,,7098605,9,,VAL D'OR A,7098605.2014.9.17,0,,0,16.1,2014-09-17 00:00:00,2014,M,,,,17,,,,,,M,-0.5,,,,,0
-77.78277777777778,48.053333333333335,6,QC,,0,1.3,,7098605,9,,VAL D'OR A,7098605.2014.9.18,0,,32,16.7,2014-09-18 00:00:00,2014,M,,,,18,,,,,,M,-3.5,,,,,35
-77.78277777777778,48.053333333333335,9.9,QC,,0,2.6,,7098605,9,,VAL D'OR A,7098605.2014.9.19,1.5,,48,15.4,2014-09-19 00:00:00,2014,M,,,,19,,,,,,M,-4.7,,,,,17
-77.78277777777778,48.053333333333335,15.5,QC,,0,11.2,,7098605,9,,VAL D'OR A,7098605.2014.9.20,14.3,,46,6.8,2014-09-20 00:00:00,2014,M,,,,20,,,,,,M,6.8,,,,,20
-77.78277777777778,48.053333333333335,15.6,QC,,0,9.9,,7098605,9,,VAL D'OR A,7098605.2014.9.21,0.6,,48,8.1,2014-09-21 00:00:00,2014,M,,,,21,,,,,,M,4.2,,,,,34
-77.78277777777778,48.053333333333335,9.2,QC,,0,6,,7098605,9,,VAL D'OR A,7098605.2014.9.22,1.1,,46,12,2014-09-22 00:00:00,2014,M,,,,22,,,,,,M,2.8,,,,,31
-77.78277777777778,48.053333333333335,15.1,QC,,0,9.1,,7098605,9,,VAL D'OR A,7098605.2014.9.23,0,,37,8.9,2014-09-23 00:00:00,2014,M,,,,23,,,,,,M,3,,,,,35
-77.78277777777778,48.053333333333335,20.9,QC,,0,11.5,,7098605,9,,VAL D'OR A,7098605.2014.9.24,0,,37,6.5,2014-09-24 00:00:00,2014,M,,,,24,,,,,,M,2,,,,,18
-77.78277777777778,48.053333333333335,22.5,QC,,0,15.1,,7098605,9,,VAL D'OR A,7098605.2014.9.25,0,,0,2.9,2014-09-25 00:00:00,2014,M,,,,25,,,,,,M,7.6,,,,,0
-77.78277777777778,48.053333333333335,23.7,QC,,0,16.8,,7098605,9,,VAL D'OR A,7098605.2014.9.26,0,,32,1.2,2014-09-26 00:00:00,2014,M,,,,26,,,,,,M,9.9,,,,,25
-77.78277777777778,48.053333333333335,24.7,QC,,0,17.9,,7098605,9,,VAL D'OR A,7098605.2014.9.27,0,,0,0.1,2014-09-27 00:00:00,2014,M,,,,27,,,,,,M,11.1,,,,,0
-77.78277777777778,48.053333333333335,23.9,QC,,0,15.6,,7098605,9,,VAL D'OR A,7098605.2014.9.28,2,,44,2.4,2014-09-28 00:00:00,2014,M,,,,28,,,,,,M,7.3,,,,,36
-77.78277777777778,48.053333333333335,7.3,QC,,0,5.4,,7098605,9,,VAL D'OR A,7098605.2014.9.29,14.3,,35,12.6,2014-09-29 00:00:00,2014,M,,,,29,,,,,,M,3.5,,,,,3
-77.78277777777778,48.053333333333335,7.1,QC,,0,4.5,,7098605,9,,VAL D'OR A,7098605.2014.9.30,0,,0,13.5,2014-09-30 00:00:00,2014,M,,,,30,,,,,,M,1.9,,,,,0
-77.78277777777778,48.053333333333335,18.4,QC,,0,9.2,,7098605,10,,VAL D'OR A,7098605.2014.10.1,0.3,,0,8.8,2014-10-01 00:00:00,2014,M,,,,1,,,,,,M,0,,,,,0
-77.78277777777778,48.053333333333335,17.7,QC,,0,14.7,,7098605,10,,VAL D'OR A,7098605.2014.10.2,0,,41,3.3,2014-10-02 00:00:00,2014,M,,,,2,,,,,,M,11.6,,,,,15
-77.78277777777778,48.053333333333335,21.7,QC,,0,15.6,,7098605,10,,VAL D'OR A,7098605.2014.10.3,1.3,,65,2.4,2014-10-03 00:00:00,2014,M,,,,3,,,,,,M,9.4,,,,,14
-77.78277777777778,48.053333333333335,15,QC,,0,9.3,,7098605,10,,VAL D'OR A,7098605.2014.10.4,21.8,,39,8.7,2014-10-04 00:00:00,2014,M,,,,4,,,,,,M,3.5,,,,,23
-77.78277777777778,48.053333333333335,9.1,QC,,0,5.8,,7098605,10,,VAL D'OR A,7098605.2014.10.5,1,,43,12.2,2014-10-05 00:00:00,2014,M,,,,5,,,,,,M,2.4,,,,,21
-77.78277777777778,48.053333333333335,10.6,QC,,0,7.7,,7098605,10,,VAL D'OR A,7098605.2014.10.6,6.1,,52,10.3,2014-10-06 00:00:00,2014,M,,,,6,,,,,,M,4.8,,,,,17
-77.78277777777778,48.053333333333335,14.4,QC,,0,11.2,,7098605,10,,VAL D'OR A,7098605.2014.10.7,2.3,,46,6.8,2014-10-07 00:00:00,2014,M,,,,7,,,,,,M,8,,,,,17
-77.78277777777778,48.053333333333335,9,QC,,0,5,,7098605,10,,VAL D'OR A,7098605.2014.10.8,13.8,,44,13,2014-10-08 00:00:00,2014,M,,,,8,,,,,,M,0.9,,,,,27
-77.78277777777778,48.053333333333335,5.6,QC,,0,3.3,,7098605,10,,VAL D'OR A,7098605.2014.10.9,0.5,,48,14.7,2014-10-09 00:00:00,2014,M,,,,9,,,,,,M,1,,,,,29
-77.78277777777778,48.053333333333335,6.1,QC,,0,2.7,,7098605,10,,VAL D'OR A,7098605.2014.10.11,0.3,,0,15.3,2014-10-11 00:00:00,2014,M,,,,11,,,,,,M,-0.7,,,,,0
-77.78277777777778,48.053333333333335,12.3,QC,,0,6.1,,7098605,10,,VAL D'OR A,7098605.2014.10.12,0,,43,11.9,2014-10-12 00:00:00,2014,M,,,,12,,,,,,M,-0.1,,,,,18
-77.78277777777778,48.053333333333335,15.4,QC,,0,6.7,,7098605,10,,VAL D'OR A,7098605.2014.10.13,1.8,,33,11.3,2014-10-13 00:00:00,2014,M,,,,13,,,,,,M,-2,,,,,18
-77.78277777777778,48.053333333333335,17.7,QC,,0,13.2,,7098605,10,,VAL D'OR A,7098605.2014.10.14,23.9,,41,4.8,2014-10-14 00:00:00,2014,M,,,,14,,,,,,M,8.6,,,,,19
-77.78277777777778,48.053333333333335,9.5,QC,,0,8.8,,7098605,10,,VAL D'OR A,7098605.2014.10.15,9.3,,41,9.2,2014-10-15 00:00:00,2014,M,,,,15,,,,,,M,8,,,,,7
-77.78277777777778,48.053333333333335,14,QC,,0,11.6,,7098605,10,,VAL D'OR A,7098605.2014.10.16,13.4,,0,6.4,2014-10-16 00:00:00,2014,M,,,,16,,,,,,M,9.2,,,,,0
-77.78277777777778,48.053333333333335,14.4,QC,,0,10.7,,7098605,10,,VAL D'OR A,7098605.2014.10.17,27.1,,37,7.3,2014-10-17 00:00:00,2014,M,,,,17,,,,,,M,7,,,,,18
-77.78277777777778,48.053333333333335,7,QC,,0,3.6,,7098605,10,,VAL D'OR A,7098605.2014.10.18,2.8,,57,14.4,2014-10-18 00:00:00,2014,M,,,,18,,,,,,M,0.2,,,,,34
-77.78277777777778,48.053333333333335,1.2,QC,,0,-0.6,,7098605,10,,VAL D'OR A,7098605.2014.10.19,0,,43,18.6,2014-10-19 00:00:00,2014,M,,,,19,,,,,,M,-2.4,,,,,35
-77.78277777777778,48.053333333333335,3.9,QC,,0,0.3,,7098605,10,,VAL D'OR A,7098605.2014.10.20,0,,0,17.7,2014-10-20 00:00:00,2014,M,,,,20,,,,,,M,-3.3,,,,,0
-77.78277777777778,48.053333333333335,5.6,QC,,0,1.5,,7098605,10,,VAL D'OR A,7098605.2014.10.21,0,,37,16.5,2014-10-21 00:00:00,2014,M,,,,21,,,,,,M,-2.6,,,,,2
-77.78277777777778,48.053333333333335,9.8,QC,,0,3.1,,7098605,10,,VAL D'OR A,7098605.2014.10.22,0,,0,14.9,2014-10-22 00:00:00,2014,M,,,,22,,,,,,M,-3.7,,,,,0
-77.78277777777778,48.053333333333335,11.6,QC,,0,3.4,,7098605,10,,VAL D'OR A,7098605.2014.10.23,0,,0,14.6,2014-10-23 00:00:00,2014,M,,,,23,,,,,,M,-4.8,,,,,0
-77.78277777777778,48.053333333333335,13.3,QC,,0,4.7,,7098605,10,,VAL D'OR A,7098605.2014.10.24,0,,0,13.3,2014-10-24 00:00:00,2014,M,,,,24,,,,,,M,-3.9,,,,,0
-77.78277777777778,48.053333333333335,11,QC,,0,7.4,,7098605,10,,VAL D'OR A,7098605.2014.10.25,10.3,,37,10.6,2014-10-25 00:00:00,2014,M,,,,25,,,,,,M,3.8,,,,,31
-77.78277777777778,48.053333333333335,4.6,QC,,0,3.4,,7098605,10,,VAL D'OR A,7098605.2014.10.26,3.6,,41,14.6,2014-10-26 00:00:00,2014,M,,,,26,,,,,,M,2.2,,,,,30
-77.78277777777778,48.053333333333335,4.3,QC,,0,3.2,,7098605,10,,VAL D'OR A,7098605.2014.10.27,0.3,,0,14.8,2014-10-27 00:00:00,2014,M,,,,27,,,,,,M,2.1,,,,,0
-77.78277777777778,48.053333333333335,10.1,QC,,0,6.8,,7098605,10,,VAL D'OR A,7098605.2014.10.28,6.6,,46,11.2,2014-10-28 00:00:00,2014,M,,,,28,,,,,,M,3.5,,,,,15
-77.78277777777778,48.053333333333335,7.7,QC,,0,3.5,,7098605,10,,VAL D'OR A,7098605.2014.10.29,1.3,,43,14.5,2014-10-29 00:00:00,2014,M,,,,29,,,,,,M,-0.8,,,,,28
-77.78277777777778,48.053333333333335,1.7,QC,,0,-0.5,,7098605,10,,VAL D'OR A,7098605.2014.10.30,0.3,,0,18.5,2014-10-30 00:00:00,2014,M,,,,30,,,,,,M,-2.7,,,,,0
-77.78277777777778,48.053333333333335,-0.7,QC,,0,-4.3,,7098605,11,,VAL D'OR A,7098605.2014.11.1,0,,35,22.3,2014-11-01 00:00:00,2014,M,,,,1,,,,,,M,-7.9,,,,,1
-77.78277777777778,48.053333333333335,2.9,QC,,0,-4.2,,7098605,11,,VAL D'OR A,7098605.2014.11.2,1.5,,0,22.2,2014-11-02 00:00:00,2014,M,,,,2,,,,,,M,-11.2,,,,,0
-77.78277777777778,48.053333333333335,7.9,QC,,0,2.2,,7098605,11,,VAL D'OR A,7098605.2014.11.3,0,,0,15.8,2014-11-03 00:00:00,2014,M,,,,3,,,,,,M,-3.5,,,,,0
-77.78277777777778,48.053333333333335,8.5,QC,,0,5.7,,7098605,11,,VAL D'OR A,7098605.2014.11.4,11.9,,39,12.3,2014-11-04 00:00:00,2014,M,,,,4,,,,,,M,2.9,,,,,25
-77.78277777777778,48.053333333333335,6.5,QC,,0,3.9,,7098605,11,,VAL D'OR A,7098605.2014.11.5,2.6,,44,14.1,2014-11-05 00:00:00,2014,M,,,,5,,,,,,M,1.2,,,,,28
-77.78277777777778,48.053333333333335,1.1,QC,,0,-0.8,,7098605,11,,VAL D'OR A,7098605.2014.11.6,0,,33,18.8,2014-11-06 00:00:00,2014,M,,,,6,,,,,,M,-2.6,,,,,36
-77.78277777777778,48.053333333333335,-1.3,QC,,0,-3.4,,7098605,11,,VAL D'OR A,7098605.2014.11.7,0,,43,21.4,2014-11-07 00:00:00,2014,M,,,,7,,,,,,M,-5.5,,,,,35
-77.78277777777778,48.053333333333335,-0.3,QC,,0,-5,,7098605,11,,VAL D'OR A,7098605.2014.11.8,0,,48,23,2014-11-08 00:00:00,2014,M,,,,8,,,,,,M,-9.6,,,,,31
-77.78277777777778,48.053333333333335,-1.7,QC,,0,-8.9,,7098605,11,,VAL D'OR A,7098605.2014.11.9,0,,41,26.9,2014-11-09 00:00:00,2014,M,,,,9,,,,,,M,-16.1,,,,,15
-77.78277777777778,48.053333333333335,-3.6,QC,,0,-8.5,,7098605,11,,VAL D'OR A,7098605.2014.11.10,0,,0,26.5,2014-11-10 00:00:00,2014,M,,,,10,,,,,,M,-13.4,,,,,0
-77.78277777777778,48.053333333333335,5.9,QC,,0,0.1,,7098605,11,,VAL D'OR A,7098605.2014.11.11,5.3,,41,17.9,2014-11-11 00:00:00,2014,M,,,,11,,,,,,M,-5.7,,,,,6
-77.78277777777778,48.053333333333335,4.7,QC,,0,-1.4,,7098605,11,,VAL D'OR A,7098605.2014.11.12,15.8,,54,19.4,2014-11-12 00:00:00,2014,M,,,,12,,,,,,M,-7.5,,,,,22
-77.78277777777778,48.053333333333335,-3.6,QC,,0,-5.2,,7098605,11,,VAL D'OR A,7098605.2014.11.13,0,,54,23.2,2014-11-13 00:00:00,2014,M,,,,13,,,,,,M,-6.7,,,,,22
-77.78277777777778,48.053333333333335,-4.6,QC,,0,-10.4,,7098605,11,,VAL D'OR A,7098605.2014.11.14,0,,35,28.4,2014-11-14 00:00:00,2014,M,,,,14,,,,,,M,-16.1,,,,,28
-77.78277777777778,48.053333333333335,-3.9,QC,,0,-11.5,,7098605,11,,VAL D'OR A,7098605.2014.11.15,0,,0,29.5,2014-11-15 00:00:00,2014,M,,,,15,,,,,,M,-19,,,,,0
-77.78277777777778,48.053333333333335,-3.7,QC,,0,-6.7,,7098605,11,,VAL D'OR A,7098605.2014.11.16,0,,0,24.7,2014-11-16 00:00:00,2014,M,,,,16,,,,,,M,-9.6,,,,,0
-77.78277777777778,48.053333333333335,-2.3,QC,,0,-7.5,,7098605,11,,VAL D'OR A,7098605.2014.11.17,0,,39,25.5,2014-11-17 00:00:00,2014,M,,,,17,,,,,,M,-12.6,,,,,23
-77.78277777777778,48.053333333333335,-6.4,QC,,0,-7.7,,7098605,11,,VAL D'OR A,7098605.2014.11.18,0,E,48,25.7,2014-11-18 00:00:00,2014,M,,E,E,18,,,,,E,M,-8.9,,,,E,23
-77.78277777777778,48.053333333333335,-6.3,QC,,0,-10.5,,7098605,11,,VAL D'OR A,7098605.2014.11.19,0,,32,28.5,2014-11-19 00:00:00,2014,M,,,,19,,,,,,M,-14.7,,,,,23
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,11,,VAL D'OR A,7098605.2014.11.20,0,M,37,,2014-11-20 00:00:00,2014,M,,M,E,20,,,,,M,M,-10.9,,,,M,32
-77.78277777777778,48.053333333333335,-13.1,QC,,0,-16.1,,7098605,11,,VAL D'OR A,7098605.2014.11.21,0,E,0,34.1,2014-11-21 00:00:00,2014,M,,E,E,21,,,,,E,M,-19,,,,E,0
-77.78277777777778,48.053333333333335,0.8,QC,,,,,7098605,11,,VAL D'OR A,7098605.2014.11.22,,M,57,,2014-11-22 00:00:00,2014,M,,E,M,22,,,,,M,M,,M,,,M,23
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,11,,VAL D'OR A,7098605.2014.11.23,2.1,M,39,,2014-11-23 00:00:00,2014,M,,M,M,23,,,,,M,M,,,,,M,17
-77.78277777777778,48.053333333333335,9.6,QC,,0,4.4,,7098605,11,,VAL D'OR A,7098605.2014.11.24,8.7,,54,13.6,2014-11-24 00:00:00,2014,M,,,,24,,,,,,M,-0.8,,,,,18
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,11,,VAL D'OR A,7098605.2014.11.25,,M,0,,2014-11-25 00:00:00,2014,M,,M,E,25,,,,,M,M,-4,M,,,M,0
-77.78277777777778,48.053333333333335,-5.9,QC,,0,-10.5,,7098605,11,,VAL D'OR A,7098605.2014.11.26,0,,0,28.5,2014-11-26 00:00:00,2014,M,,,,26,,,,,,M,-15,,,,,0
-77.78277777777778,48.053333333333335,-9.7,QC,,0,-12.3,,7098605,11,,VAL D'OR A,7098605.2014.11.27,,E,,30.3,2014-11-27 00:00:00,2014,M,,E,E,27,,,M,,E,M,-14.9,M,,M,E,
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,11,,VAL D'OR A,7098605.2014.11.28,0,M,0,,2014-11-28 00:00:00,2014,M,,M,M,28,,,,,M,M,,,,,M,0
-77.78277777777778,48.053333333333335,-1.5,QC,,0,-10.3,,7098605,11,,VAL D'OR A,7098605.2014.11.29,,,59,28.3,2014-11-29 00:00:00,2014,M,,,,29,,,,,,M,-19,M,,,,17
-77.78277777777778,48.053333333333335,3.6,QC,,0,-4.9,,7098605,11,,VAL D'OR A,7098605.2014.11.30,,,56,22.9,2014-11-30 00:00:00,2014,M,,,,30,,,,,,M,-13.3,M,,,,32
-77.78277777777778,48.053333333333335,-2.9,QC,,0,-9.1,,7098605,12,,VAL D'OR A,7098605.2014.12.3,0,E,52,27.1,2014-12-03 00:00:00,2014,M,,E,E,3,,,,,E,M,-15.2,,,,E,31
-77.78277777777778,48.053333333333335,-13.2,QC,,0,-17.1,,7098605,12,,VAL D'OR A,7098605.2014.12.4,0,,0,35.1,2014-12-04 00:00:00,2014,M,,,,4,,,,,,M,-21,,,,,0
-77.78277777777778,48.053333333333335,-4.9,QC,,0,-10.7,,7098605,12,,VAL D'OR A,7098605.2014.12.5,,,39,28.7,2014-12-05 00:00:00,2014,M,,,,5,,,,,,M,-16.4,M,,,,17
-77.78277777777778,48.053333333333335,-3.1,QC,,0,-12.9,,7098605,12,,VAL D'OR A,7098605.2014.12.6,0,,37,30.9,2014-12-06 00:00:00,2014,M,,,,6,,,,,,M,-22.6,,,,,33
-77.78277777777778,48.053333333333335,-13.2,QC,,0,-19.2,,7098605,12,,VAL D'OR A,7098605.2014.12.7,0,,39,37.2,2014-12-07 00:00:00,2014,M,,,,7,,,,,,M,-25.2,,,,,17
-77.78277777777778,48.053333333333335,-5.9,QC,,0,-10,,7098605,12,,VAL D'OR A,7098605.2014.12.8,,,56,28,2014-12-08 00:00:00,2014,M,,,,8,,,,,,M,-14,M,,,,17
-77.78277777777778,48.053333333333335,-4.3,QC,,0,-7.4,,7098605,12,,VAL D'OR A,7098605.2014.12.9,0,,39,25.4,2014-12-09 00:00:00,2014,M,,,,9,,,,,,M,-10.4,,,,,35
-77.78277777777778,48.053333333333335,-8.2,QC,,0,-11.6,,7098605,12,,VAL D'OR A,7098605.2014.12.10,,,44,29.6,2014-12-10 00:00:00,2014,M,,,,10,,,,,,M,-15,M,,,,1
-77.78277777777778,48.053333333333335,-9.4,QC,,0,-10.1,,7098605,12,,VAL D'OR A,7098605.2014.12.11,0,,41,28.1,2014-12-11 00:00:00,2014,M,,,,11,,,,,,M,-10.8,,,,,35
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,12,,VAL D'OR A,7098605.2014.12.12,,M,0,,2014-12-12 00:00:00,2014,M,,M,E,12,,,,,M,M,-10.6,M,,,M,0
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,12,,VAL D'OR A,7098605.2014.12.13,,M,0,,2014-12-13 00:00:00,2014,M,,M,E,13,,,,,M,M,-18.7,M,,,M,0
-77.78277777777778,48.053333333333335,-1.2,QC,,0,-2.8,,7098605,12,,VAL D'OR A,7098605.2014.12.14,0,,0,20.8,2014-12-14 00:00:00,2014,M,,,,14,,,,,,M,-4.3,,,,,0
-77.78277777777778,48.053333333333335,,QC,,,,,7098605,12,,VAL D'OR A,7098605.2014.12.15,,M,0,,2014-12-15 00:00:00,2014,M,,M,M,15,,,,,M,M,,M,,,M,0
-77.78277777777778,48.053333333333335,0,QC,,0,-0.7,,7098605,12,,VAL D'OR A,7098605.2014.12.16,4.9,,0,18.7,2014-12-16 00:00:00,2014,M,,,,16,,,,,,M,-1.4,,,,,0
-77.78277777777778,48.053333333333335,-0.5,QC,,0,-3.9,,7098605,12,,VAL D'OR A,7098605.2014.12.17,0.3,,37,21.9,2014-12-17 00:00:00,2014,M,,,,17,,,,,,M,-7.2,,,,,35
